"query_id","api","band","scope","domain_group","query","status","n_available","n_results","n_new_unique","elapsed_s","note"
"q007:arxiv","arxiv","A_agentic","core","energy_systems","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""energy system model"" OR abs:""power plant"" OR abs:""thermodynamic cycle"" OR abs:""organic Rankine cycle"" OR abs:""district heating"" OR abs:""techno-economic analysis"" OR abs:""process engineering"" OR abs:""heat exchanger"" OR abs:""levelized cost"")","ok","34","28","5","0.7",""
"q008:openalex","openalex","B_llm","core","energy_systems","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""energy system model"" OR ""power plant"" OR ""thermodynamic cycle"" OR ""organic Rankine cycle"" OR ""district heating"" OR ""techno-economic analysis"" OR ""process engineering"" OR ""heat exchanger"" OR ""levelized cost"")","ok","377","377","214","3.0",""
"q008:arxiv","arxiv","B_llm","core","energy_systems","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""energy system model"" OR abs:""power plant"" OR abs:""thermodynamic cycle"" OR abs:""organic Rankine cycle"" OR abs:""district heating"" OR abs:""techno-economic analysis"" OR abs:""process engineering"" OR abs:""heat exchanger"" OR abs:""levelized cost"")","ok","63","63","19","0.8",""
"q009:openalex","openalex","A_agentic","core","geoenergy_subsurface","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""geothermal"" OR ""reservoir simulation"" OR ""reservoir engineering"" OR ""enhanced geothermal"" OR ""carbon storage"" OR ""well placement"" OR ""subsurface simulation"")","ok","303","303","223","3.5",""
"q009:arxiv","arxiv","A_agentic","core","geoenergy_subsurface","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""geothermal"" OR abs:""reservoir simulation"" OR abs:""reservoir engineering"" OR abs:""enhanced geothermal"" OR abs:""carbon storage"" OR abs:""well placement"" OR abs:""subsurface simulation"")","ok","10","9","1","0.5",""
"q010:openalex","openalex","B_llm","core","geoenergy_subsurface","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""geothermal"" OR ""reservoir simulation"" OR ""reservoir engineering"" OR ""enhanced geothermal"" OR ""carbon storage"" OR ""well placement"" OR ""subsurface simulation"")","ok","116","116","56","1.2",""
"q010:arxiv","arxiv","B_llm","core","geoenergy_subsurface","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""geothermal"" OR abs:""reservoir simulation"" OR abs:""reservoir engineering"" OR abs:""enhanced geothermal"" OR abs:""carbon storage"" OR abs:""well placement"" OR abs:""subsurface simulation"")","ok","16","16","0","0.4",""
"q011:openalex","openalex","A_agentic","core","scientific_computing","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""scientific computing"" OR ""research software"" OR ""scientific software"" OR ""high performance computing"" OR ""workflow engine"" OR ""computational science"" OR ""computational reproducibility"" OR ""scientific workflow"")","ok","1078","1081","646","10.2",""
"q011:arxiv","arxiv","A_agentic","core","scientific_computing","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""scientific computing"" OR abs:""research software"" OR abs:""scientific software"" OR abs:""high performance computing"" OR abs:""workflow engine"" OR abs:""computational science"" OR abs:""computational reproducibility"" OR abs:""scientific workflow"")","ok","440","360","170","13.3",""
"q012:openalex","openalex","B_llm","core","scientific_computing","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""scientific computing"" OR ""research software"" OR ""scientific software"" OR ""high performance computing"" OR ""workflow engine"" OR ""computational science"" OR ""computational reproducibility"" OR ""scientific workflow"")","ok","2070","2070","963","18.5",""
"q012:arxiv","arxiv","B_llm","core","scientific_computing","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""scientific computing"" OR abs:""research software"" OR abs:""scientific software"" OR abs:""high performance computing"" OR abs:""workflow engine"" OR abs:""computational science"" OR abs:""computational reproducibility"" OR abs:""scientific workflow"")","ok","895","865","379","32.9",""
"q013:openalex","openalex","A_agentic","core","computational_discovery","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""molecular dynamics"" OR ""density functional theory"" OR ""quantum chemistry"" OR ""computational materials"" OR ""atomistic simulation"" OR ""materials discovery"" OR ""catalyst design"")","ok","3075","3081","2406","32.4",""
"q013:arxiv","arxiv","A_agentic","core","computational_discovery","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""molecular dynamics"" OR abs:""density functional theory"" OR abs:""quantum chemistry"" OR abs:""computational materials"" OR abs:""atomistic simulation"" OR abs:""materials discovery"" OR abs:""catalyst design"")","ok","233","166","22","21.1",""
"q014:openalex","openalex","B_llm","core","computational_discovery","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""molecular dynamics"" OR ""density functional theory"" OR ""quantum chemistry"" OR ""computational materials"" OR ""atomistic simulation"" OR ""materials discovery"" OR ""catalyst design"")","ok","1438","1437","721","16.4",""
"q014:arxiv","arxiv","B_llm","core","computational_discovery","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""molecular dynamics"" OR abs:""density functional theory"" OR abs:""quantum chemistry"" OR abs:""computational materials"" OR abs:""atomistic simulation"" OR abs:""materials discovery"" OR abs:""catalyst design"")","ok","320","314","14","14.5",""
"q015:openalex","openalex","A_agentic","periphery","software_engineering","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""software engineering"" OR ""program repair"" OR ""unit test generation"" OR ""pull request"" OR ""code review"" OR ""issue resolution"")","ok","3778","3775","2391","35.2",""
"q015:arxiv","arxiv","A_agentic","periphery","software_engineering","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""software engineering"" OR abs:""program repair"" OR abs:""unit test generation"" OR abs:""pull request"" OR abs:""code review"" OR abs:""issue resolution"")","ok","943","884","151","49.9",""
"q016:openalex","openalex","B_llm","periphery","software_engineering","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""software engineering"" OR ""program repair"" OR ""unit test generation"" OR ""pull request"" OR ""code review"" OR ""issue resolution"")","ok","8134","4000","2218","33.6","TRUNCATED at paging cap (8134 available)"
"q016:arxiv","arxiv","B_llm","periphery","software_engineering","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""software engineering"" OR abs:""program repair"" OR abs:""unit test generation"" OR abs:""pull request"" OR abs:""code review"" OR abs:""issue resolution"")","ok","2165","1000","347","40.9","TRUNCATED at paging cap (2165 available)"
"q017:openalex","openalex","A_agentic","periphery","lab_automation","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""laboratory automation"" OR ""robotic laboratory"" OR ""chemical synthesis"" OR ""experimental platform"" OR ""high-throughput screening"")","ok","518","518","341","6.1",""
"q017:arxiv","arxiv","A_agentic","periphery","lab_automation","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""laboratory automation"" OR abs:""robotic laboratory"" OR abs:""chemical synthesis"" OR abs:""experimental platform"" OR abs:""high-throughput screening"")","ok","63","55","9","1.1",""
"q018:openalex","openalex","B_llm","periphery","lab_automation","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""laboratory automation"" OR ""robotic laboratory"" OR ""chemical synthesis"" OR ""experimental platform"" OR ""high-throughput screening"")","ok","438","438","186","4.7",""
"q018:arxiv","arxiv","B_llm","periphery","lab_automation","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""laboratory automation"" OR abs:""robotic laboratory"" OR abs:""chemical synthesis"" OR abs:""experimental platform"" OR abs:""high-throughput screening"")","ok","76","76","4","1.2",""
"q019:openalex","openalex","A_agentic","periphery","interface_agents","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""web agent"" OR ""computer use"" OR ""graphical user interface"" OR ""robotic process automation"" OR ""browser automation"")","ok","995","994","674","9.2",""
"q019:arxiv","arxiv","A_agentic","periphery","interface_agents","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""web agent"" OR abs:""computer use"" OR abs:""graphical user interface"" OR abs:""robotic process automation"" OR abs:""browser automation"")","ok","300","286","56","9.5",""
"q020:openalex","openalex","B_llm","periphery","interface_agents","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""web agent"" OR ""computer use"" OR ""graphical user interface"" OR ""robotic process automation"" OR ""browser automation"")","ok","1499","1500","715","14.2",""
"q020:arxiv","arxiv","B_llm","periphery","interface_agents","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""web agent"" OR abs:""computer use"" OR abs:""graphical user interface"" OR abs:""robotic process automation"" OR abs:""browser automation"")","ok","543","533","80","19.9",""
"q021:openalex","openalex","A_agentic","periphery","science_of_science","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""literature review"" OR ""scientific writing"" OR ""peer review"" OR ""systematic review"" OR ""knowledge extraction"")","ok","9654","4000","3162","39.0","TRUNCATED at paging cap (9654 available)"
